[Header]
Application Name	LabSolutions
Version	5.110
Data File Name	C:\LabSolutions\Data\June 2025\bp-2-41-a3__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_010.lcd
Output Date	6/24/2025
Output Time	12:04:14 PM

[Configuration]
Instrument Name	Aqueos SEC
Instrument #	1
Line #	1
# of Detectors	2
Detector ID	Detector A	Detector B
Detector Name	UV-Vis	RID
# of Channels	2	1

[GPC Peak Table(Detector B)]
# of Peaks	6
Peak#	Start Time	Top Time	End Time	Start Volume	Top Volume	End Volume	Start M.W.	Top M.W.	End M.W.	Start Height	Top Height	End Height
1	0.225	0.287	0.333	0.225	0.287	0.333	1685821318838	1419401668459	1247885855747	-2961	1422	-2928
2	0.333	0.427	0.525	0.333	0.427	0.525	1247885855747	964377982712	739079778889	-2928	2157	-2869
3	0.525	0.628	0.733	0.525	0.628	0.733	739079778889	560585737714	423306004046	-2869	2112	-2806
4	0.733	0.957	2.592	0.733	0.957	2.592	423306004046	235883849317	4989169017	-2806	902	-2236
5	14.975	19.083	25.858	14.975	19.083	25.858	20513	7503	338	111	4863	379
6	25.858	26.966	33.967	25.858	26.966	33.967	338	128	0	379	91543	579

[Average Molecular Weight Table(Detector B)]
# of Peaks	6
Peak#	Mn	Mw	Mz	Mz1	Mv	Mw/Mn	Mv/Mn	Mz/Mw	I.Visc	%
Total	2	3940810591	867794565854	1072119865677	0	2491073049.50132	0.00000	220.20712	1.00000	100.0000
1	1416094259753	1422696944837	1429350618747	1436030692114	0	1.00466	0.00000	1.00468	1.00000	0.0596
2	984346203284	998654958633	1012747069899	1026498798324	0	1.01454	0.00000	1.01411	1.00000	0.1518
3	567258105639	576170146343	584943383152	593504388364	0	1.01571	0.00000	1.01523	1.00000	0.1533
4	52767834463	140152987845	224112466984	274245467560	0	2.65603	0.00000	1.59906	1.00000	0.4946
5	4130	6466	8002	9154	0	1.56561	0.00000	1.23756	1.00000	12.9040
6	1	83	126	147	0	60.70220	0.00000	1.52424	1.00000	86.2366

[RT/MW Range Table(Detector B)]
# of RT/MW Range	0

[GPC Calibration Curve Table(Detector B)]
# of Points	10
#	Time(min)	M.W.	Weight	Error	Active	Virtual	Data Name
1	11.245	99000	1	3.0450	ON	OFF	C:\LabSolutions\Data\June 2025\black__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_007.lcd
2	12.713	42700	1	-7.4303	ON	OFF	C:\LabSolutions\Data\June 2025\blue__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_008.lcd
3	15.568	18600	1	6.4791	ON	OFF	C:\LabSolutions\Data\June 2025\yellow__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_006.lcd
4	17.994	9890	1	1.7937	ON	OFF	C:\LabSolutions\Data\June 2025\1530__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_005.lcd
5	19.461	6530	1	-4.4925	ON	OFF	C:\LabSolutions\Data\June 2025\black__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_007.lcd
6	21.068	4100	1	-4.6117	ON	OFF	C:\LabSolutions\Data\June 2025\1030__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_004.lcd
7	22.896	2130	1	1.2296	ON	OFF	C:\LabSolutions\Data\June 2025\yellow__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_006.lcd
8	23.654	1530	1	5.6067	ON	OFF	C:\LabSolutions\Data\June 2025\1530__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_005.lcd
9	24.282	1030	1	1.7067	ON	OFF	C:\LabSolutions\Data\June 2025\1030__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_004.lcd
10	25.031	599	1	-4.3511	ON	OFF	C:\LabSolutions\Data\June 2025\blue__PDB_34min_0.75mLpermin_260nm_05312022_2025-06-19_BMP_6192025_008.lcd
Calibration Curve	3rd Order
Comment	

[Molecular Weight Distribution Table(Detector B)]
# of Points	2563
R.Time	Volume(mL)	M.W.	M.W.(%)	Cumulative M.W.(%)
17.946	17.946	9822	3.7184	97.3696
17.938	17.938	9841	3.6966	97.3864
17.929	17.929	9860	3.6747	97.4032
17.921	17.921	9879	3.6527	97.4198
17.913	17.913	9898	3.6305	97.4363
17.904	17.904	9917	3.6081	97.4527
17.896	17.896	9936	3.5858	97.4690
17.888	17.888	9955	3.5638	97.4853
17.879	17.879	9974	3.5416	97.5014
17.871	17.871	9993	3.5195	97.5174
17.863	17.863	10012	3.4974	97.5333
17.854	17.854	10031	3.4750	97.5491
17.846	17.846	10051	3.4524	97.5648
17.838	17.838	10070	3.4299	97.5804
17.829	17.829	10089	3.4074	97.5960
17.821	17.821	10109	3.3852	97.6114
17.813	17.813	10128	3.3629	97.6267
17.804	17.804	10147	3.3404	97.6419
17.796	17.796	10167	3.3179	97.6570
17.788	17.788	10186	3.2953	97.6720
17.779	17.779	10206	3.2726	97.6869
17.771	17.771	10225	3.2499	97.7016
17.763	17.763	10245	3.2272	97.7163
17.754	17.754	10265	3.2044	97.7309
17.746	17.746	10284	3.1815	97.7454
17.738	17.738	10304	3.1586	97.7598
17.729	17.729	10324	3.1359	97.7740
17.721	17.721	10344	3.1130	97.7882
17.713	17.713	10363	3.0904	97.8023
17.704	17.704	10383	3.0679	97.8162
17.696	17.696	10403	3.0453	97.8301
17.688	17.688	10423	3.0227	97.8438
17.679	17.679	10443	3.0000	97.8575
17.671	17.671	10463	2.9771	97.8710
17.663	17.663	10483	2.9542	97.8845
17.654	17.654	10503	2.9315	97.8978
17.646	17.646	10523	2.9091	97.9111
17.638	17.638	10543	2.8868	97.9242
17.629	17.629	10564	2.8646	97.9372
17.621	17.621	10584	2.8422	97.9502
17.613	17.613	10604	2.8201	97.9630
17.604	17.604	10624	2.7979	97.9757
17.596	17.596	10645	2.7757	97.9884
17.588	17.588	10665	2.7534	98.0009
17.579	17.579	10686	2.7308	98.0133
17.571	17.571	10706	2.7082	98.0257
17.563	17.563	10727	2.6857	98.0379
17.554	17.554	10747	2.6636	98.0500
17.546	17.546	10768	2.6416	98.0620
17.538	17.538	10788	2.6197	98.0740
17.529	17.529	10809	2.5977	98.0858
17.521	17.521	10830	2.5758	98.0975
17.513	17.513	10850	2.5542	98.1091
17.504	17.504	10871	2.5325	98.1206
17.496	17.496	10892	2.5107	98.1321
17.488	17.488	10913	2.4891	98.1434
17.479	17.479	10934	2.4676	98.1546
17.471	17.471	10955	2.4460	98.1658
17.463	17.463	10976	2.4245	98.1768
17.454	17.454	10997	2.4030	98.1877
17.446	17.446	11018	2.3816	98.1986
17.438	17.438	11039	2.3603	98.2093
17.429	17.429	11060	2.3391	98.2200
17.421	17.421	11082	2.3181	98.2305
17.413	17.413	11103	2.2971	98.2410
17.404	17.404	11124	2.2760	98.2513
17.396	17.396	11146	2.2553	98.2616
17.388	17.388	11167	2.2348	98.2717
17.379	17.379	11188	2.2142	98.2818
17.371	17.371	11210	2.1934	98.2918
17.363	17.363	11231	2.1728	98.3017
17.354	17.354	11253	2.1523	98.3115
17.346	17.346	11275	2.1318	98.3212
17.338	17.338	11296	2.1116	98.3308
17.329	17.329	11318	2.0916	98.3403
17.321	17.321	11340	2.0719	98.3498
17.313	17.313	11362	2.0525	98.3591
17.304	17.304	11383	2.0329	98.3683
17.296	17.296	11405	2.0133	98.3775
17.288	17.288	11427	1.9936	98.3866
17.279	17.279	11449	1.9743	98.3956
17.271	17.271	11471	1.9550	98.4045
17.263	17.263	11493	1.9356	98.4133
17.254	17.254	11516	1.9163	98.4220
17.246	17.246	11538	1.8969	98.4306
17.238	17.238	11560	1.8780	98.4392
17.229	17.229	11582	1.8594	98.4476
17.221	17.221	11605	1.8408	98.4560
17.213	17.213	11627	1.8222	98.4643
17.204	17.204	11649	1.8037	98.4725
17.196	17.196	11672	1.7854	98.4806
17.188	17.188	11694	1.7672	98.4887
17.179	17.179	11717	1.7492	98.4966
17.171	17.171	11740	1.7312	98.5045
17.163	17.163	11762	1.7136	98.5123
17.154	17.154	11785	1.6962	98.5200
17.146	17.146	11808	1.6789	98.5277
17.138	17.138	11831	1.6617	98.5352
17.129	17.129	11854	1.6445	98.5427
17.121	17.121	11877	1.6273	98.5501
17.113	17.113	11900	1.6104	98.5575
17.104	17.104	11923	1.5934	98.5647
17.096	17.096	11946	1.5761	98.5719
17.088	17.088	11969	1.5588	98.5790
17.079	17.079	11992	1.5418	98.5860
17.071	17.071	12015	1.5249	98.5929
17.063	17.063	12039	1.5084	98.5998
17.054	17.054	12062	1.4921	98.6066
17.046	17.046	12085	1.4759	98.6133
17.038	17.038	12109	1.4598	98.6199
17.029	17.029	12132	1.4441	98.6265
17.021	17.021	12156	1.4284	98.6330
17.013	17.013	12180	1.4131	98.6394
17.004	17.004	12203	1.3978	98.6458
16.996	16.996	12227	1.3826	98.6521
16.988	16.988	12251	1.3675	98.6583
16.979	16.979	12275	1.3523	98.6645
16.971	16.971	12299	1.3372	98.6706
16.963	16.963	12323	1.3225	98.6766
16.954	16.954	12347	1.3078	98.6825
16.946	16.946	12371	1.2935	98.6884
16.938	16.938	12395	1.2793	98.6942
16.929	16.929	12419	1.2653	98.7000
16.921	16.921	12443	1.2514	98.7057
16.913	16.913	12468	1.2373	98.7113
16.904	16.904	12492	1.2235	98.7169
16.896	16.896	12516	1.2102	98.7224
16.888	16.888	12541	1.1969	98.7279
16.879	16.879	12565	1.1835	98.7332
16.871	16.871	12590	1.1702	98.7386
16.863	16.863	12615	1.1568	98.7438
16.854	16.854	12639	1.1435	98.7490
16.846	16.846	12664	1.1304	98.7542
16.838	16.838	12689	1.1174	98.7593
16.829	16.829	12714	1.1047	98.7643
16.821	16.821	12739	1.0922	98.7693
16.813	16.813	12764	1.0799	98.7742
16.804	16.804	12789	1.0678	98.7790
16.796	16.796	12814	1.0556	98.7838
16.788	16.788	12839	1.0435	98.7886
16.779	16.779	12865	1.0316	98.7933
16.771	16.771	12890	1.0198	98.7979
16.763	16.763	12915	1.0080	98.8025
16.754	16.754	12941	0.9963	98.8070
16.746	16.746	12966	0.9848	98.8115
16.738	16.738	12992	0.9734	98.8160
16.729	16.729	13018	0.9621	98.8203
16.721	16.721	13043	0.9509	98.8247
16.713	16.713	13069	0.9398	98.8289
16.704	16.704	13095	0.9289	98.8332
16.696	16.696	13121	0.9186	98.8373
16.688	16.688	13147	0.9085	98.8415
16.679	16.679	13173	0.8982	98.8456
16.671	16.671	13199	0.8879	98.8496
16.663	16.663	13225	0.8775	98.8536
16.654	16.654	13252	0.8668	98.8575
16.646	16.646	13278	0.8562	98.8614
16.638	16.638	13304	0.8462	98.8653
16.629	16.629	13331	0.8366	98.8691
16.621	16.621	13357	0.8273	98.8729
16.613	16.613	13384	0.8181	98.8766
16.604	16.604	13411	0.8089	98.8803
16.596	16.596	13437	0.7999	98.8839
16.588	16.588	13464	0.7905	98.8875
16.579	16.579	13491	0.7812	98.8911
16.571	16.571	13518	0.7721	98.8946
16.563	16.563	13545	0.7628	98.8980
16.554	16.554	13572	0.7535	98.9015
16.546	16.546	13599	0.7445	98.9049
16.538	16.538	13626	0.7359	98.9082
16.529	16.529	13654	0.7274	98.9115
16.521	16.521	13681	0.7189	98.9148
16.513	16.513	13709	0.7106	98.9180
16.504	16.504	13736	0.7025	98.9212
16.496	16.496	13764	0.6944	98.9244
16.488	16.488	13791	0.6866	98.9275
16.479	16.479	13819	0.6788	98.9306
16.471	16.471	13847	0.6710	98.9337
16.463	16.463	13875	0.6634	98.9367
16.454	16.454	13903	0.6560	98.9397
16.446	16.446	13931	0.6486	98.9426
16.438	16.438	13959	0.6411	98.9455
16.429	16.429	13987	0.6335	98.9484
16.421	16.421	14016	0.6261	98.9513
16.413	16.413	14044	0.6190	98.9541
16.404	16.404	14072	0.6120	98.9569
16.396	16.396	14101	0.6050	98.9596
16.388	16.388	14129	0.5980	98.9623
16.379	16.379	14158	0.5911	98.9650
16.371	16.371	14187	0.5844	98.9677
16.363	16.363	14216	0.5777	98.9703
16.354	16.354	14245	0.5709	98.9729
16.346	16.346	14274	0.5642	98.9755
16.338	16.338	14303	0.5576	98.9780
16.329	16.329	14332	0.5509	98.9805
16.321	16.321	14361	0.5445	98.9830
16.313	16.313	14390	0.5384	98.9855
16.304	16.304	14420	0.5321	98.9879
16.296	16.296	14449	0.5258	98.9903
16.288	16.288	14479	0.5195	98.9926
16.279	16.279	14509	0.5134	98.9950
16.271	16.271	14538	0.5075	98.9973
16.263	16.263	14568	0.5017	98.9996
16.254	16.254	14598	0.4958	99.0018
16.246	16.246	14628	0.4899	99.0040
16.238	16.238	14658	0.4842	99.0062
16.229	16.229	14688	0.4786	99.0084
16.221	16.221	14719	0.4728	99.0106
16.213	16.213	14749	0.4670	99.0127
16.204	16.204	14779	0.4611	99.0148
16.196	16.196	14810	0.4554	99.0169
16.188	16.188	14840	0.4497	99.0189
16.179	16.179	14871	0.4440	99.0209
16.171	16.171	14902	0.4387	99.0229
16.163	16.163	14933	0.4337	99.0249
16.154	16.154	14964	0.4289	99.0269
16.146	16.146	14995	0.4240	99.0288
16.138	16.138	15026	0.4191	99.0307
16.129	16.129	15057	0.4143	99.0326
16.121	16.121	15088	0.4094	99.0344
16.113	16.113	15120	0.4045	99.0363
16.104	16.104	15151	0.4000	99.0381
16.096	16.096	15183	0.3954	99.0399
16.088	16.088	15215	0.3907	99.0417
16.079	16.079	15246	0.3861	99.0434
16.071	16.071	15278	0.3817	99.0452
16.063	16.063	15310	0.3770	99.0469
16.054	16.054	15342	0.3725	99.0486
16.046	16.046	15375	0.3682	99.0503
16.038	16.038	15407	0.3637	99.0519
16.029	16.029	15439	0.3592	99.0536
16.021	16.021	15472	0.3547	99.0552
16.013	16.013	15504	0.3503	99.0568
16.004	16.004	15537	0.3461	99.0583
15.996	15.996	15570	0.3421	99.0599
15.988	15.988	15603	0.3379	99.0614
15.979	15.979	15636	0.3336	99.0630
15.971	15.971	15669	0.3295	99.0645
15.963	15.963	15702	0.3253	99.0659
15.954	15.954	15735	0.3212	99.0674
15.946	15.946	15768	0.3172	99.0688
15.938	15.938	15802	0.3132	99.0703
15.929	15.929	15835	0.3092	99.0717
15.921	15.921	15869	0.3053	99.0731
15.913	15.913	15903	0.3014	99.0744
15.904	15.904	15937	0.2975	99.0758
15.896	15.896	15971	0.2935	99.0771
15.888	15.888	16005	0.2895	99.0784
15.879	15.879	16039	0.2855	99.0797
15.871	15.871	16073	0.2817	99.0810
15.863	15.863	16108	0.2781	99.0823
15.854	15.854	16142	0.2746	99.0835
15.846	15.846	16177	0.2712	99.0848
15.838	15.838	16212	0.2676	99.0860
15.829	15.829	16246	0.2638	99.0872
15.821	15.821	16281	0.2603	99.0884
15.813	15.813	16316	0.2571	99.0895
15.804	15.804	16352	0.2536	99.0907
15.796	15.796	16387	0.2500	99.0918
15.788	15.788	16422	0.2465	99.0930
15.779	15.779	16458	0.2430	99.0941
15.771	15.771	16493	0.2395	99.0952
15.763	15.763	16529	0.2359	99.0962
15.754	15.754	16565	0.2324	99.0973
15.746	15.746	16601	0.2290	99.0983
15.738	15.738	16637	0.2258	99.0994
15.729	15.729	16673	0.2229	99.1004
15.721	15.721	16710	0.2199	99.1014
15.713	15.713	16746	0.2168	99.1024
15.704	15.704	16783	0.2135	99.1033
15.696	15.696	16819	0.2102	99.1043
15.688	15.688	16856	0.2070	99.1052
15.679	15.679	16893	0.2037	99.1062
15.671	15.671	16930	0.2005	99.1071
15.663	15.663	16967	0.1973	99.1080
15.654	15.654	17004	0.1942	99.1088
15.646	15.646	17042	0.1909	99.1097
15.638	15.638	17079	0.1875	99.1106
15.629	15.629	17117	0.1839	99.1114
15.621	15.621	17155	0.1804	99.1122
15.613	15.613	17193	0.1771	99.1130
15.604	15.604	17231	0.1742	99.1138
15.596	15.596	17269	0.1713	99.1146
15.588	15.588	17307	0.1687	99.1154
15.579	15.579	17345	0.1660	99.1161
15.571	15.571	17384	0.1632	99.1169
15.563	15.563	17423	0.1601	99.1176
15.554	15.554	17461	0.1572	99.1183
15.546	15.546	17500	0.1541	99.1190
15.538	15.538	17539	0.1511	99.1197
15.529	15.529	17578	0.1484	99.1204
15.521	15.521	17618	0.1457	99.1210
15.513	15.513	17657	0.1429	99.1217
15.504	15.504	17697	0.1403	99.1223
15.496	15.496	17736	0.1379	99.1230
15.488	15.488	17776	0.1353	99.1236
15.479	15.479	17816	0.1325	99.1242
15.471	15.471	17856	0.1297	99.1248
15.463	15.463	17897	0.1269	99.1253
15.454	15.454	17937	0.1240	99.1259
15.446	15.446	17977	0.1213	99.1265
15.438	15.438	18018	0.1187	99.1270
15.429	15.429	18059	0.1163	99.1275
15.421	15.421	18100	0.1139	99.1281
15.413	15.413	18141	0.1113	99.1286
15.404	15.404	18182	0.1087	99.1291
15.396	15.396	18223	0.1061	99.1295
15.388	15.388	18265	0.1035	99.1300
15.379	15.379	18306	0.1009	99.1305
15.371	15.371	18348	0.0982	99.1309
15.363	15.363	18390	0.0956	99.1313
15.354	15.354	18432	0.0930	99.1318
15.346	15.346	18474	0.0907	99.1322
15.338	15.338	18517	0.0885	99.1326
15.329	15.329	18559	0.0860	99.1330
15.321	15.321	18602	0.0836	99.1334
15.313	15.313	18645	0.0811	99.1337
15.304	15.304	18688	0.0786	99.1341
15.296	15.296	18731	0.0765	99.1344
15.288	15.288	18774	0.0743	99.1348
15.279	15.279	18817	0.0719	99.1351
15.271	15.271	18861	0.0695	99.1354
15.263	15.263	18905	0.0672	99.1357
15.254	15.254	18949	0.0651	99.1360
15.246	15.246	18993	0.0632	99.1363
15.238	15.238	19037	0.0611	99.1366
15.229	15.229	19081	0.0589	99.1369
15.221	15.221	19126	0.0567	99.1371
15.213	15.213	19170	0.0546	99.1374
15.204	15.204	19215	0.0523	99.1376
15.196	15.196	19260	0.0499	99.1378
15.188	15.188	19305	0.0476	99.1380
15.179	15.179	19350	0.0453	99.1382
15.171	15.171	19396	0.0431	99.1384
15.163	15.163	19442	0.0409	99.1386
15.154	15.154	19487	0.0388	99.1388
15.146	15.146	19533	0.0368	99.1390
15.138	15.138	19579	0.0349	99.1391
15.129	15.129	19626	0.0332	99.1393
15.121	15.121	19672	0.0317	99.1394
15.113	15.113	19719	0.0301	99.1396
15.104	15.104	19766	0.0283	99.1397
15.096	15.096	19812	0.0264	99.1398
15.088	15.088	19860	0.0246	99.1399
15.079	15.079	19907	0.0226	99.1400
15.071	15.071	19954	0.0206	99.1401
15.063	15.063	20002	0.0186	99.1402
15.054	15.054	20050	0.0167	99.1403
15.046	15.046	20098	0.0146	99.1403
15.038	15.038	20146	0.0129	99.1404
15.029	15.029	20194	0.0114	99.1405
15.021	15.021	20243	0.0096	99.1405
15.013	15.013	20292	0.0079	99.1405
15.004	15.004	20341	0.0062	99.1406
14.996	14.996	20390	0.0047	99.1406
14.988	14.988	20439	0.0031	99.1406
14.979	14.979	20488	0.0016	99.1406
2.588	2.588	5033946402	0.0014	99.1406
2.579	2.579	5124778256	0.0043	99.1406
2.571	2.571	5217341219	0.0075	99.1407
2.563	2.563	5311669909	0.0109	99.1407
2.554	2.554	5407799667	0.0143	99.1408
2.546	2.546	5505766574	0.0177	99.1409
2.538	2.538	5605607462	0.0210	99.1410
2.529	2.529	5707359938	0.0245	99.1411
2.521	2.521	5811062393	0.0282	99.1412
2.513	2.513	5916754026	0.0317	99.1413
2.504	2.504	6024474857	0.0352	99.1415
2.496	2.496	6134265746	0.0388	99.1417
2.488	2.488	6246168412	0.0426	99.1419
2.479	2.479	6360225453	0.0462	99.1421
2.471	2.471	6476480361	0.0497	99.1423
2.463	2.463	6594977546	0.0531	99.1426
2.454	2.454	6715762356	0.0567	99.1428
2.446	2.446	6838881091	0.0605	99.1431
2.438	2.438	6964381034	0.0640	99.1434
2.429	2.429	7092310465	0.0675	99.1437
2.421	2.421	7222718685	0.0711	99.1440
2.413	2.413	7355656039	0.0748	99.1444
2.404	2.404	7491173940	0.0787	99.1447
2.396	2.396	7629324890	0.0825	99.1451
2.388	2.388	7770162506	0.0864	99.1455
2.379	2.379	7913741542	0.0901	99.1459
2.371	2.371	8060117918	0.0938	99.1463
2.363	2.363	8209348744	0.0975	99.1468
2.354	2.354	8361492343	0.1012	99.1472
2.346	2.346	8516608284	0.1050	99.1477
2.338	2.338	8674757405	0.1091	99.1482
2.329	2.329	8836001843	0.1131	99.1487
2.321	2.321	9000405061	0.1167	99.1492
2.313	2.313	9168031881	0.1204	99.1498
2.304	2.304	9338948511	0.1241	99.1504
2.296	2.296	9513222575	0.1278	99.1509
2.288	2.288	9690923149	0.1315	99.1515
2.279	2.279	9872120790	0.1352	99.1521
2.271	2.271	10056887567	0.1389	99.1528
2.263	2.263	10245297100	0.1426	99.1534
2.254	2.254	10437424591	0.1463	99.1541
2.246	2.246	10633346861	0.1501	99.1548
2.238	2.238	10833142384	0.1541	99.1555
2.229	2.229	11036891326	0.1580	99.1562
2.221	2.221	11244675583	0.1619	99.1569
2.213	2.213	11456578817	0.1659	99.1577
2.204	2.204	11672686500	0.1699	99.1585
2.196	2.196	11893085950	0.1738	99.1593
2.188	2.188	12117866377	0.1775	99.1601
2.179	2.179	12347118920	0.1812	99.1609
2.171	2.171	12580936697	0.1850	99.1617
2.163	2.163	12819414842	0.1890	99.1626
2.154	2.154	13062650559	0.1930	99.1635
2.146	2.146	13310743161	0.1972	99.1644
2.138	2.138	13563794122	0.2013	99.1653
2.129	2.129	13821907123	0.2054	99.1662
2.121	2.121	14085188105	0.2094	99.1672
2.113	2.113	14353745317	0.2136	99.1681
2.104	2.104	14627689371	0.2179	99.1691
2.096	2.096	14907133293	0.2225	99.1701
2.088	2.088	15192192580	0.2268	99.1712
2.079	2.079	15482985253	0.2310	99.1722
2.071	2.071	15779631918	0.2351	99.1733
2.063	2.063	16082255823	0.2392	99.1744
2.054	2.054	16390982915	0.2436	99.1755
2.046	2.046	16705941908	0.2480	99.1766
2.038	2.038	17027264341	0.2522	99.1778
2.029	2.029	17355084642	0.2563	99.1789
2.021	2.021	17689540198	0.2604	99.1801
2.013	2.013	18030771419	0.2643	99.1813
2.004	2.004	18378921807	0.2683	99.1825
1.996	1.996	18734138031	0.2725	99.1838
1.988	1.988	19096569992	0.2770	99.1850
1.979	1.979	19466370905	0.2817	99.1863
1.971	1.971	19843697368	0.2863	99.1876
1.963	1.963	20228709446	0.2908	99.1890
1.954	1.954	20621570743	0.2954	99.1903
1.946	1.946	21022448491	0.2999	99.1917
1.938	1.938	21431513628	0.3047	99.1931
1.929	1.929	21848940885	0.3094	99.1945
1.921	1.921	22274908875	0.3140	99.1959
1.913	1.913	22709600180	0.3185	99.1973
1.904	1.904	23153201440	0.3231	99.1988
1.896	1.896	23605903456	0.3278	99.2003
1.888	1.888	24067901274	0.3327	99.2018
1.879	1.879	24539394291	0.3375	99.2033
1.871	1.871	25020586356	0.3423	99.2049
1.863	1.863	25511685867	0.3470	99.2065
1.854	1.854	26012905881	0.3517	99.2081
1.846	1.846	26524464221	0.3560	99.2097
1.838	1.838	27046583587	0.3603	99.2113
1.829	1.829	27579491668	0.3648	99.2130
1.821	1.821	28123421256	0.3695	99.2147
1.813	1.813	28678610372	0.3745	99.2164
1.804	1.804	29245302379	0.3794	99.2181
1.796	1.796	29823746110	0.3843	99.2199
1.788	1.788	30414195996	0.3895	99.2216
1.779	1.779	31016912198	0.3944	99.2234
1.771	1.771	31632160736	0.3992	99.2253
1.763	1.763	32260213630	0.4044	99.2271
1.754	1.754	32901349036	0.4096	99.2290
1.746	1.746	33555851397	0.4150	99.2308
1.738	1.738	34224011581	0.4203	99.2328
1.729	1.729	34906127038	0.4255	99.2347
1.721	1.721	35602501952	0.4306	99.2367
1.713	1.713	36313447397	0.4356	99.2386
1.704	1.704	37039281504	0.4406	99.2406
1.696	1.696	37780329622	0.4456	99.2427
1.688	1.688	38536924489	0.4507	99.2447
1.679	1.679	39309406408	0.4560	99.2468
1.671	1.671	40098123420	0.4612	99.2489
1.663	1.663	40903431493	0.4666	99.2510
1.654	1.654	41725694705	0.4723	99.2532
1.646	1.646	42565285436	0.4777	99.2553
1.638	1.638	43422584562	0.4829	99.2575
1.629	1.629	44297981662	0.4882	99.2598
1.621	1.621	45191875217	0.4934	99.2620
1.613	1.613	46104672824	0.4986	99.2643
1.604	1.604	47036791414	0.5038	99.2666
1.596	1.596	47988657468	0.5091	99.2689
1.588	1.588	48960707249	0.5147	99.2712
1.579	1.579	49953387029	0.5204	99.2736
1.571	1.571	50967153334	0.5260	99.2760
1.563	1.563	52002473180	0.5315	99.2784
1.554	1.554	53059824329	0.5372	99.2809
1.546	1.546	54139695540	0.5430	99.2833
1.538	1.538	55242586834	0.5487	99.2858
1.529	1.529	56369009765	0.5545	99.2883
1.521	1.521	57519487689	0.5603	99.2909
1.513	1.513	58694556051	0.5664	99.2935
1.504	1.504	59894762673	0.5724	99.2961
1.496	1.496	61120668048	0.5783	99.2987
1.488	1.488	62372845648	0.5844	99.3014
1.479	1.479	63651882229	0.5905	99.3041
1.471	1.471	64958378157	0.5966	99.3068
1.463	1.463	66292947726	0.6028	99.3095
1.454	1.454	67656219500	0.6090	99.3123
1.446	1.446	69048836652	0.6154	99.3151
1.438	1.438	70471457318	0.6215	99.3179
1.429	1.429	71924754955	0.6275	99.3208
1.421	1.421	73409418710	0.6336	99.3237
1.413	1.413	74926153801	0.6399	99.3266
1.404	1.404	76475681902	0.6463	99.3295
1.396	1.396	78058741542	0.6526	99.3325
1.388	1.388	79676088513	0.6590	99.3355
1.379	1.379	81328496285	0.6657	99.3385
1.371	1.371	83016756436	0.6723	99.3416
1.363	1.363	84741679088	0.6786	99.3447
1.354	1.354	86504093363	0.6847	99.3478
1.346	1.346	88304847835	0.6910	99.3509
1.338	1.338	90144811009	0.6978	99.3541
1.329	1.329	92024871802	0.7046	99.3573
1.321	1.321	93945940041	0.7114	99.3605
1.313	1.313	95908946971	0.7182	99.3638
1.304	1.304	97914845776	0.7250	99.3671
1.296	1.296	99964612116	0.7319	99.3704
1.288	1.288	102059244670	0.7388	99.3738
1.279	1.279	104199765707	0.7457	99.3772
1.271	1.271	106387221651	0.7528	99.3806
1.263	1.263	108622683680	0.7601	99.3841
1.254	1.254	110907248329	0.7673	99.3876
1.246	1.246	113242038109	0.7744	99.3911
1.238	1.238	115628202145	0.7814	99.3946
1.229	1.229	118066916829	0.7886	99.3982
1.221	1.221	120559386488	0.7956	99.4019
1.213	1.213	123106844072	0.8026	99.4055
1.204	1.204	125710551853	0.8097	99.4092
1.196	1.196	128371802151	0.8167	99.4129
1.188	1.188	131091918072	0.8237	99.4167
1.179	1.179	133872254265	0.8306	99.4204
1.171	1.171	136714197699	0.8375	99.4243
1.163	1.163	139619168464	0.8446	99.4281
1.154	1.154	142588620585	0.8517	99.4320
1.146	1.146	145624042862	0.8587	99.4359
1.138	1.138	148726959730	0.8656	99.4398
1.129	1.129	151898932139	0.8724	99.4438
1.121	1.121	155141558460	0.8792	99.4478
1.113	1.113	158456475413	0.8859	99.4518
1.104	1.104	161845359013	0.8925	99.4559
1.096	1.096	165309925553	0.8990	99.4600
1.088	1.088	168851932599	0.9056	99.4641
1.079	1.079	172473180015	0.9119	99.4682
1.071	1.071	176175511020	0.9182	99.4724
1.063	1.063	179960813264	0.9243	99.4766
1.054	1.054	183831019934	0.9303	99.4809
1.046	1.046	187788110893	0.9363	99.4851
1.038	1.038	191834113839	0.9420	99.4894
1.029	1.029	195971105506	0.9476	99.4937
1.021	1.021	200201212884	0.9532	99.4981
1.013	1.013	204526614477	0.9583	99.5024
1.004	1.004	208949541595	0.9633	99.5068
