[Header]
Application Name	LabSolutions
Version	5.110
Data File Name	C:\LabSolutions\Data\June 2025\bp-2-41-a2__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_018.lcd
Output Date	6/24/2025
Output Time	12:04:18 PM

[Configuration]
Instrument Name	Aqueos SEC
Instrument #	1
Line #	1
# of Detectors	2
Detector ID	Detector A	Detector B
Detector Name	UV-Vis	RID
# of Channels	2	1

[GPC Peak Table(Detector B)]
# of Peaks	5
Peak#	Start Time	Top Time	End Time	Start Volume	Top Volume	End Volume	Start M.W.	Top M.W.	End M.W.	Start Height	Top Height	End Height
1	0.225	0.285	0.333	0.225	0.285	0.333	1514624745248	1281248616810	1122769659887	-2978	1438	-2944
2	0.333	0.425	0.517	0.333	0.425	0.517	1122769659887	873258291117	681777461949	-2944	2203	-2887
3	0.517	0.626	0.725	0.517	0.626	0.725	681777461949	508975639821	391339895944	-2887	2186	-2822
4	0.725	0.945	2.750	0.725	0.945	2.750	391339895944	220625970062	3301049876	-2822	988	-2194
5	25.808	26.961	33.967	25.808	26.961	33.967	344	125	0	399	53831	2067

[Average Molecular Weight Table(Detector B)]
# of Peaks	5
Peak#	Mn	Mw	Mz	Mz1	Mv	Mw/Mn	Mv/Mn	Mz/Mw	I.Visc	%
Total	1	5114262615	772281821133	961879119331	0	9831725369.00576	0.00000	151.00551	1.00000	100.0000
1	1276066465560	1282170089324	1288311882647	1294468071826	0	1.00478	0.00000	1.00479	1.00000	0.0835
2	892738348289	904974184340	917070126145	928913288642	0	1.01371	0.00000	1.01337	1.00000	0.2113
3	517052612431	525181984322	533280868595	541273990480	0	1.01572	0.00000	1.01542	1.00000	0.2204
4	39613063508	122370772721	204622075750	252439306975	0	3.08915	0.00000	1.67215	1.00000	0.7958
5	1	72	127	153	0	140.13766	0.00000	1.76995	1.00000	98.6890

[RT/MW Range Table(Detector B)]
# of RT/MW Range	0

[GPC Calibration Curve Table(Detector B)]
# of Points	10
#	Time(min)	M.W.	Weight	Error	Active	Virtual	Data Name
1	11.217	99000	1	3.1258	ON	OFF	C:\LabSolutions\Data\June 2025\black__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_008.lcd
2	12.683	42700	1	-7.5102	ON	OFF	C:\LabSolutions\Data\June 2025\blue__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_009.lcd
3	15.533	18600	1	6.2694	ON	OFF	C:\LabSolutions\Data\June 2025\yellow__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_007.lcd
4	17.968	9890	1	1.8763	ON	OFF	C:\LabSolutions\Data\June 2025\1530__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_006.lcd
5	19.452	6530	1	-3.8945	ON	OFF	C:\LabSolutions\Data\June 2025\black__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_008.lcd
6	21.023	4100	1	-5.0456	ON	OFF	C:\LabSolutions\Data\June 2025\1030__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_005.lcd
7	22.858	2130	1	0.9680	ON	OFF	C:\LabSolutions\Data\June 2025\yellow__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_007.lcd
8	23.629	1530	1	5.9523	ON	OFF	C:\LabSolutions\Data\June 2025\1530__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_006.lcd
9	24.245	1030	1	1.4121	ON	OFF	C:\LabSolutions\Data\June 2025\1030__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_005.lcd
10	25.003	599	1	-4.1761	ON	OFF	C:\LabSolutions\Data\June 2025\blue__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_009.lcd
Calibration Curve	3rd Order
Comment	

[Molecular Weight Distribution Table(Detector B)]
# of Points	1282
R.Time	Volume(mL)	M.W.	M.W.(%)	Cumulative M.W.(%)
2.67667	-194
2.68000	-194
2.68333	-195
2.68667	-197
2.69000	-198
2.69333	-200
2.69667	-201
2.70000	-201
2.70333	-200
2.70667	-199
2.71000	-198
2.71333	-198
2.71667	-198
2.72000	-198
2.72333	-200
2.72667	-202
2.73000	-203
2.73333	-204
2.73667	-204
2.74000	-203
2.74333	-202
2.74667	-202
2.75000	-202
2.75333	-203
2.75667	-203
2.76000	-204
2.76333	-203
2.76667	-203
2.77000	-202
2.77333	-201
2.77667	-201
2.78000	-200
2.78333	-200
2.78667	-200
2.79000	-201
2.79333	-202
2.79667	-202
2.80000	-203
2.80333	-203
2.80667	-204
2.81000	-205
2.81333	-206
2.81667	-207
2.82000	-207
2.82333	-208
2.82667	-208
2.83000	-209
2.83333	-209
2.83667	-209
2.84000	-208
2.84333	-208
2.84667	-208
2.85000	-208
2.85333	-208
2.85667	-207
2.86000	-206
2.86333	-205
2.86667	-204
2.87000	-204
2.87333	-204
2.87667	-204
2.88000	-206
2.88333	-207
2.88667	-209
2.89000	-210
2.89333	-212
2.89667	-213
2.90000	-213
2.90333	-212
2.90667	-211
2.91000	-210
2.91333	-210
2.91667	-211
2.92000	-213
2.92333	-215
2.92667	-215
2.93000	-215
2.93333	-213
2.93667	-211
2.94000	-209
2.94333	-210
2.94667	-211
2.95000	-213
2.95333	-215
2.95667	-215
2.96000	-215
2.96333	-214
2.96667	-213
2.97000	-213
2.97333	-214
2.97667	-214
2.98000	-214
2.98333	-214
2.98667	-213
2.99000	-213
2.99333	-213
2.99667	-214
3.00000	-215
3.00333	-216
3.00667	-217
3.01000	-218
3.01333	-219
3.01667	-219
3.02000	-219
3.02333	-219
3.02667	-219
3.03000	-219
3.03333	-219
3.03667	-220
3.04000	-219
3.04333	-218
3.04667	-218
3.05000	-217
3.05333	-216
3.05667	-216
3.06000	-217
3.06333	-219
3.06667	-220
3.07000	-221
3.07333	-221
3.07667	-221
3.08000	-220
3.08333	-219
3.08667	-219
3.09000	-218
3.09333	-218
3.09667	-218
3.10000	-218
3.10333	-218
3.10667	-218
3.11000	-219
3.11333	-220
3.11667	-221
3.12000	-222
3.12333	-223
3.12667	-222
3.13000	-222
3.13333	-221
3.13667	-221
3.14000	-222
3.14333	-223
3.14667	-224
3.15000	-225
3.15333	-225
3.15667	-225
3.16000	-225
3.16333	-225
3.16667	-225
3.17000	-225
3.17333	-225
3.17667	-225
3.18000	-225
3.18333	-226
3.18667	-227
3.19000	-228
3.19333	-229
3.19667	-230
3.20000	-230
3.20333	-230
3.20667	-229
3.21000	-229
3.21333	-229
3.21667	-229
3.22000	-228
3.22333	-227
3.22667	-226
3.23000	-226
3.23333	-226
3.23667	-226
3.24000	-227
3.24333	-228
3.24667	-228
3.25000	-227
3.25333	-227
3.25667	-227
3.26000	-228
3.26333	-228
3.26667	-229
3.27000	-230
3.27333	-230
3.27667	-231
3.28000	-230
3.28333	-230
3.28667	-230
3.29000	-230
3.29333	-230
3.29667	-231
3.30000	-233
3.30333	-234
3.30667	-236
3.31000	-237
3.31333	-238
3.31667	-238
3.32000	-238
3.32333	-238
3.32667	-238
3.33000	-238
3.33333	-237
3.33667	-237
3.34000	-237
3.34333	-236
3.34667	-236
3.35000	-235
3.35333	-234
3.35667	-233
3.36000	-233
3.36333	-232
3.36667	-232
3.37000	-232
3.37333	-232
3.37667	-232
3.38000	-232
3.38333	-232
3.38667	-232
3.39000	-233
3.39333	-233
3.39667	-233
3.40000	-233
3.40333	-234
3.40667	-235
3.41000	-235
3.41333	-236
3.41667	-237
3.42000	-237
3.42333	-237
3.42667	-236
3.43000	-236
3.43333	-235
3.43667	-235
3.44000	-235
3.44333	-235
3.44667	-235
3.45000	-234
3.45333	-234
3.45667	-235
3.46000	-236
3.46333	-238
3.46667	-240
3.47000	-242
3.47333	-243
3.47667	-244
3.48000	-243
3.48333	-243
3.48667	-243
3.49000	-242
3.49333	-242
3.49667	-241
3.50000	-241
3.50333	-240
3.50667	-240
3.51000	-241
3.51333	-241
3.51667	-242
3.52000	-243
3.52333	-244
3.52667	-245
3.53000	-246
3.53333	-247
3.53667	-247
3.54000	-246
3.54333	-245
3.54667	-244
3.55000	-243
3.55333	-243
3.55667	-243
3.56000	-243
3.56333	-244
3.56667	-244
3.57000	-244
3.57333	-245
3.57667	-245
3.58000	-245
3.58333	-245
3.58667	-245
3.59000	-245
3.59333	-244
3.59667	-244
3.60000	-244
3.60333	-245
3.60667	-245
3.61000	-245
3.61333	-246
3.61667	-247
3.62000	-248
3.62333	-250
3.62667	-251
3.63000	-252
3.63333	-252
3.63667	-253
3.64000	-252
3.64333	-252
3.64667	-251
3.65000	-250
3.65333	-248
3.65667	-247
3.66000	-247
3.66333	-247
3.66667	-247
3.67000	-248
3.67333	-249
3.67667	-249
3.68000	-250
3.68333	-251
3.68667	-252
3.69000	-253
3.69333	-254
3.69667	-255
3.70000	-257
3.70333	-258
3.70667	-258
3.71000	-257
3.71333	-256
3.71667	-255
3.72000	-254
3.72333	-254
3.72667	-255
3.73000	-256
3.73333	-257
3.73667	-258
3.74000	-257
3.74333	-256
3.74667	-254
3.75000	-253
3.75333	-253
3.75667	-253
3.76000	-254
3.76333	-255
3.76667	-255
3.77000	-255
3.77333	-255
3.77667	-254
3.78000	-254
3.78333	-254
3.78667	-255
3.79000	-256
3.79333	-257
3.79667	-257
3.80000	-257
3.80333	-256
3.80667	-255
3.81000	-255
3.81333	-254
3.81667	-254
3.82000	-253
3.82333	-253
3.82667	-254
3.83000	-255
3.83333	-256
3.83667	-259
3.84000	-260
3.84333	-262
3.84667	-262
3.85000	-262
3.85333	-261
3.85667	-260
3.86000	-260
3.86333	-260
3.86667	-261
3.87000	-261
3.87333	-261
3.87667	-261
3.88000	-259
3.88333	-259
3.88667	-258
3.89000	-258
3.89333	-259
3.89667	-260
3.90000	-261
3.90333	-263
3.90667	-264
3.91000	-265
3.91333	-265
3.91667	-265
3.92000	-265
3.92333	-265
3.92667	-266
3.93000	-267
3.93333	-268
3.93667	-268
3.94000	-269
3.94333	-269
3.94667	-269
3.95000	-268
3.95333	-267
3.95667	-266
3.96000	-265
3.96333	-264
3.96667	-264
3.97000	-265
3.97333	-266
3.97667	-268
3.98000	-269
3.98333	-269
3.98667	-269
3.99000	-268
3.99333	-267
3.99667	-266
4.00000	-265
4.00333	-263
4.00667	-262
4.01000	-263
4.01333	-264
4.01667	-266
4.02000	-268
4.02333	-269
4.02667	-270
4.03000	-270
4.03333	-270
4.03667	-270
4.04000	-270
4.04333	-270
4.04667	-269
4.05000	-269
4.05333	-268
4.05667	-267
4.06000	-267
4.06333	-268
4.06667	-270
4.07000	-271
4.07333	-272
4.07667	-273
4.08000	-273
4.08333	-273
4.08667	-272
4.09000	-271
4.09333	-270
4.09667	-270
4.10000	-269
4.10333	-269
4.10667	-269
4.11000	-269
4.11333	-269
4.11667	-269
4.12000	-270
4.12333	-271
4.12667	-271
4.13000	-272
4.13333	-271
4.13667	-271
4.14000	-270
4.14333	-270
4.14667	-270
4.15000	-270
4.15333	-271
4.15667	-271
4.16000	-272
4.16333	-272
4.16667	-272
4.17000	-271
4.17333	-272
4.17667	-273
4.18000	-275
4.18333	-276
4.18667	-277
4.19000	-276
4.19333	-275
4.19667	-274
4.20000	-273
4.20333	-274
4.20667	-274
4.21000	-275
4.21333	-275
4.21667	-274
4.22000	-273
4.22333	-271
4.22667	-270
4.23000	-270
4.23333	-271
4.23667	-272
4.24000	-273
4.24333	-273
4.24667	-272
4.25000	-272
4.25333	-272
4.25667	-274
4.26000	-276
4.26333	-278
4.26667	-280
4.27000	-282
4.27333	-283
4.27667	-284
4.28000	-285
4.28333	-285
4.28667	-285
4.29000	-283
4.29333	-280
4.29667	-278
4.30000	-275
4.30333	-275
4.30667	-275
4.31000	-276
4.31333	-278
4.31667	-280
4.32000	-281
4.32333	-281
4.32667	-280
4.33000	-280
4.33333	-280
4.33667	-280
4.34000	-281
4.34333	-282
4.34667	-282
4.35000	-283
4.35333	-284
4.35667	-285
4.36000	-286
4.36333	-286
4.36667	-287
4.37000	-287
4.37333	-286
4.37667	-285
4.38000	-284
4.38333	-283
4.38667	-282
4.39000	-282
4.39333	-281
4.39667	-281
4.40000	-281
4.40333	-281
4.40667	-281
4.41000	-281
4.41333	-281
4.41667	-283
4.42000	-284
4.42333	-285
4.42667	-286
4.43000	-286
4.43333	-286
4.43667	-285
4.44000	-285
4.44333	-285
4.44667	-285
4.45000	-285
4.45333	-284
4.45667	-284
4.46000	-284
4.46333	-285
4.46667	-286
4.47000	-287
4.47333	-287
4.47667	-287
4.48000	-287
4.48333	-286
4.48667	-285
4.49000	-285
4.49333	-284
4.49667	-284
4.50000	-284
4.50333	-284
4.50667	-285
4.51000	-286
4.51333	-287
4.51667	-288
4.52000	-289
4.52333	-289
4.52667	-290
4.53000	-289
4.53333	-289
4.53667	-288
4.54000	-288
4.54333	-288
4.54667	-288
4.55000	-289
4.55333	-289
4.55667	-289
4.56000	-290
4.56333	-290
4.56667	-291
4.57000	-291
4.57333	-291
4.57667	-291
4.58000	-291
4.58333	-290
4.58667	-290
4.59000	-289
4.59333	-289
4.59667	-290
4.60000	-290
4.60333	-292
4.60667	-293
4.61000	-293
4.61333	-294
4.61667	-293
4.62000	-292
4.62333	-291
4.62667	-291
4.63000	-290
4.63333	-290
4.63667	-291
4.64000	-293
4.64333	-293
4.64667	-294
4.65000	-293
4.65333	-292
4.65667	-291
4.66000	-291
4.66333	-291
4.66667	-290
4.67000	-290
4.67333	-289
4.67667	-289
4.68000	-289
4.68333	-289
4.68667	-290
4.69000	-290
4.69333	-292
4.69667	-293
4.70000	-293
4.70333	-294
4.70667	-294
4.71000	-293
4.71333	-293
4.71667	-293
4.72000	-293
4.72333	-293
4.72667	-293
4.73000	-294
4.73333	-295
4.73667	-296
4.74000	-297
4.74333	-297
4.74667	-297
4.75000	-297
4.75333	-297
4.75667	-297
4.76000	-298
4.76333	-298
4.76667	-297
4.77000	-296
4.77333	-295
4.77667	-294
4.78000	-293
4.78333	-293
4.78667	-293
4.79000	-293
4.79333	-294
4.79667	-295
4.80000	-297
4.80333	-299
4.80667	-300
4.81000	-300
4.81333	-299
4.81667	-298
4.82000	-297
4.82333	-297
4.82667	-296
4.83000	-297
4.83333	-299
4.83667	-301
4.84000	-302
4.84333	-303
4.84667	-303
4.85000	-301
4.85333	-299
4.85667	-297
4.86000	-297
4.86333	-298
4.86667	-298
4.87000	-299
4.87333	-299
4.87667	-298
4.88000	-298
4.88333	-299
4.88667	-300
4.89000	-303
4.89333	-305
4.89667	-308
4.90000	-309
4.90333	-308
4.90667	-307
4.91000	-305
4.91333	-303
4.91667	-301
4.92000	-298
4.92333	-297
4.92667	-296
4.93000	-295
4.93333	-296
4.93667	-296
4.94000	-296
4.94333	-296
4.94667	-295
4.95000	-294
4.95333	-293
4.95667	-293
4.96000	-293
4.96333	-294
4.96667	-295
4.97000	-296
4.97333	-297
4.97667	-297
4.98000	-298
4.98333	-298
4.98667	-298
4.99000	-298
4.99333	-299
4.99667	-300
5.00000	-301
5.00333	-302
5.00667	-303
5.01000	-304
5.01333	-305
5.01667	-306
5.02000	-306
5.02333	-307
5.02667	-307
5.03000	-308
5.03333	-308
5.03667	-307
5.04000	-306
5.04333	-305
5.04667	-305
5.05000	-304
5.05333	-304
5.05667	-304
5.06000	-304
5.06333	-303
5.06667	-303
5.07000	-303
5.07333	-303
5.07667	-304
5.08000	-305
5.08333	-305
5.08667	-305
5.09000	-305
5.09333	-304
5.09667	-304
5.10000	-304
5.10333	-304
5.10667	-305
5.11000	-305
5.11333	-305
5.11667	-306
5.12000	-306
5.12333	-306
5.12667	-305
5.13000	-305
5.13333	-305
5.13667	-304
5.14000	-304
5.14333	-304
5.14667	-304
5.15000	-304
5.15333	-303
5.15667	-303
5.16000	-302
5.16333	-301
5.16667	-300
5.17000	-301
5.17333	-301
5.17667	-303
5.18000	-304
5.18333	-305
5.18667	-305
5.19000	-305
5.19333	-305
5.19667	-305
5.20000	-305
5.20333	-305
5.20667	-306
5.21000	-307
5.21333	-308
5.21667	-308
5.22000	-307
5.22333	-307
5.22667	-306
5.23000	-305
5.23333	-304
5.23667	-304
5.24000	-303
5.24333	-304
5.24667	-305
5.25000	-307
5.25333	-309
5.25667	-311
5.26000	-313
5.26333	-314
5.26667	-314
5.27000	-314
5.27333	-314
5.27667	-313
5.28000	-313
5.28333	-312
5.28667	-313
5.29000	-313
5.29333	-313
5.29667	-313
5.30000	-312
5.30333	-311
5.30667	-309
5.31000	-308
5.31333	-307
5.31667	-306
5.32000	-307
5.32333	-307
5.32667	-308
5.33000	-308
5.33333	-308
5.33667	-308
5.34000	-307
5.34333	-307
5.34667	-307
5.35000	-307
5.35333	-308
5.35667	-309
5.36000	-309
5.36333	-310
5.36667	-309
5.37000	-308
5.37333	-307
5.37667	-307
5.38000	-307
5.38333	-308
5.38667	-308
5.39000	-309
5.39333	-309
5.39667	-309
5.40000	-309
5.40333	-310
5.40667	-310
5.41000	-311
5.41333	-312
5.41667	-313
5.42000	-313
5.42333	-314
5.42667	-315
5.43000	-316
5.43333	-317
5.43667	-318
5.44000	-318
5.44333	-317
5.44667	-317
5.45000	-315
5.45333	-314
5.45667	-313
5.46000	-312
5.46333	-312
5.46667	-310
5.47000	-309
5.47333	-307
5.47667	-306
5.48000	-305
5.48333	-306
5.48667	-308
5.49000	-311
5.49333	-312
5.49667	-314
5.50000	-314
5.50333	-313
5.50667	-313
5.51000	-312
5.51333	-312
5.51667	-311
5.52000	-311
5.52333	-311
5.52667	-310
5.53000	-310
5.53333	-309
5.53667	-309
5.54000	-310
5.54333	-311
5.54667	-312
5.55000	-313
5.55333	-314
5.55667	-315
5.56000	-317
5.56333	-318
5.56667	-318
5.57000	-318
5.57333	-317
5.57667	-316
5.58000	-314
5.58333	-313
5.58667	-313
5.59000	-313
5.59333	-314
5.59667	-314
5.60000	-315
5.60333	-316
5.60667	-316
5.61000	-315
5.61333	-314
5.61667	-313
5.62000	-313
5.62333	-313
5.62667	-314
5.63000	-315
5.63333	-316
5.63667	-315
5.64000	-315
5.64333	-315
5.64667	-315
5.65000	-315
5.65333	-316
5.65667	-317
5.66000	-318
5.66333	-319
5.66667	-319
5.67000	-320
5.67333	-321
5.67667	-321
5.68000	-321
5.68333	-322
5.68667	-323
5.69000	-324
5.69333	-326
5.69667	-327
5.70000	-327
5.70333	-325
5.70667	-324
5.71000	-321
5.71333	-319
5.71667	-319
5.72000	-319
5.72333	-320
5.72667	-322
5.73000	-323
5.73333	-324
5.73667	-324
5.74000	-324
5.74333	-324
5.74667	-323
5.75000	-322
5.75333	-321
5.75667	-320
5.76000	-320
5.76333	-320
5.76667	-320
5.77000	-321
5.77333	-321
5.77667	-322
5.78000	-322
5.78333	-322
5.78667	-322
5.79000	-321
5.79333	-321
5.79667	-321
5.80000	-321
5.80333	-321
5.80667	-322
5.81000	-322
5.81333	-322
5.81667	-323
5.82000	-324
5.82333	-325
5.82667	-325
5.83000	-324
5.83333	-323
5.83667	-323
5.84000	-323
5.84333	-324
5.84667	-325
5.85000	-326
5.85333	-327
5.85667	-327
5.86000	-326
5.86333	-324
5.86667	-323
5.87000	-322
5.87333	-322
5.87667	-322
5.88000	-324
5.88333	-326
5.88667	-328
5.89000	-329
5.89333	-330
5.89667	-330
5.90000	-330
5.90333	-329
5.90667	-328
5.91000	-328
5.91333	-329
5.91667	-329
5.92000	-329
5.92333	-329
5.92667	-328
5.93000	-328
5.93333	-328
5.93667	-328
5.94000	-328
5.94333	-328
5.94667	-329
5.95000	-329
5.95333	-329
5.95667	-329
5.96000	-329
5.96333	-328
5.96667	-328
5.97000	-328
5.97333	-329
5.97667	-330
5.98000	-331
5.98333	-332
5.98667	-332
5.99000	-332
5.99333	-331
5.99667	-331
6.00000	-332
6.00333	-333
6.00667	-335
6.01000	-336
6.01333	-336
6.01667	-336
6.02000	-335
6.02333	-334
6.02667	-333
6.03000	-332
6.03333	-331
6.03667	-329
6.04000	-328
6.04333	-328
6.04667	-329
6.05000	-330
6.05333	-331
6.05667	-333
6.06000	-333
6.06333	-334
6.06667	-334
6.07000	-335
6.07333	-336
6.07667	-336
6.08000	-336
6.08333	-335
6.08667	-334
6.09000	-334
6.09333	-334
6.09667	-334
6.10000	-333
6.10333	-332
6.10667	-331
6.11000	-330
6.11333	-330
6.11667	-329
6.12000	-329
6.12333	-328
6.12667	-328
6.13000	-327
6.13333	-327
6.13667	-327
6.14000	-327
6.14333	-328
6.14667	-330
6.15000	-332
6.15333	-334
6.15667	-335
6.16000	-336
6.16333	-335
6.16667	-334
6.17000	-333
6.17333	-332
6.17667	-332
6.18000	-333
6.18333	-333
6.18667	-334
6.19000	-334
6.19333	-334
6.19667	-333
6.20000	-333
6.20333	-332
6.20667	-333
6.21000	-333
6.21333	-333
6.21667	-333
6.22000	-333
6.22333	-333
6.22667	-333
6.23000	-334
6.23333	-334
6.23667	-335
6.24000	-335
6.24333	-336
6.24667	-337
6.25000	-338
6.25333	-339
6.25667	-340
6.26000	-341
6.26333	-341
6.26667	-341
6.27000	-341
6.27333	-340
6.27667	-340
6.28000	-339
6.28333	-339
6.28667	-339
6.29000	-340
6.29333	-340
6.29667	-340
6.30000	-340
6.30333	-339
6.30667	-339
6.31000	-338
6.31333	-337
6.31667	-337
6.32000	-337
6.32333	-336
6.32667	-337
6.33000	-336
6.33333	-336
6.33667	-334
6.34000	-333
6.34333	-333
6.34667	-333
6.35000	-335
6.35333	-338
6.35667	-341
6.36000	-343
6.36333	-345
6.36667	-345
6.37000	-345
6.37333	-344
6.37667	-344
6.38000	-344
6.38333	-344
6.38667	-346
6.39000	-347
6.39333	-347
6.39667	-347
6.40000	-346
6.40333	-344
6.40667	-343
6.41000	-343
6.41333	-343
6.41667	-343
6.42000	-344
6.42333	-344
6.42667	-343
6.43000	-343
6.43333	-342
6.43667	-342
6.44000	-342
6.44333	-343
6.44667	-344
6.45000	-346
6.45333	-347
6.45667	-348
6.46000	-349
6.46333	-350
6.46667	-350
6.47000	-349
6.47333	-348
6.47667	-347
6.48000	-346
6.48333	-345
6.48667	-344
6.49000	-343
6.49333	-342
6.49667	-343
6.50000	-343
6.50333	-344
6.50667	-345
6.51000	-346
6.51333	-346
6.51667	-347
6.52000	-346
6.52333	-345
6.52667	-344
6.53000	-344
6.53333	-344
6.53667	-345
6.54000	-346
6.54333	-347
6.54667	-349
6.55000	-349
6.55333	-350
6.55667	-350
6.56000	-350
6.56333	-350
6.56667	-350
6.57000	-349
6.57333	-349
6.57667	-349
6.58000	-348
6.58333	-348
6.58667	-348
6.59000	-347
6.59333	-346
6.59667	-346
6.60000	-346
6.60333	-347
6.60667	-348
6.61000	-348
6.61333	-347
6.61667	-346
6.62000	-345
6.62333	-345
6.62667	-346
6.63000	-348
6.63333	-349
6.63667	-351
6.64000	-352
6.64333	-352
6.64667	-352
6.65000	-352
6.65333	-352
6.65667	-353
6.66000	-353
6.66333	-353
6.66667	-352
6.67000	-352
6.67333	-352
6.67667	-351
6.68000	-350
6.68333	-350
6.68667	-350
6.69000	-351
6.69333	-351
6.69667	-351
6.70000	-351
6.70333	-350
6.70667	-351
6.71000	-353
6.71333	-355
6.71667	-356
6.72000	-357
6.72333	-356
6.72667	-355
6.73000	-353
6.73333	-351
6.73667	-350
6.74000	-350
6.74333	-350
6.74667	-351
6.75000	-352
6.75333	-353
6.75667	-353
6.76000	-353
6.76333	-353
6.76667	-353
6.77000	-353
6.77333	-354
6.77667	-355
6.78000	-356
6.78333	-356
6.78667	-357
6.79000	-357
6.79333	-357
6.79667	-357
6.80000	-358
6.80333	-358
6.80667	-358
6.81000	-357
6.81333	-356
6.81667	-356
6.82000	-355
6.82333	-354
6.82667	-354
6.83000	-355
6.83333	-355
6.83667	-356
6.84000	-355
6.84333	-354
6.84667	-353
6.85000	-353
6.85333	-353
6.85667	-354
6.86000	-354
6.86333	-354
6.86667	-354
6.87000	-353
6.87333	-353
6.87667	-354
6.88000	-354
6.88333	-354
6.88667	-354
6.89000	-355
6.89333	-357
6.89667	-358
6.90000	-360
6.90333	-361
6.90667	-361
6.91000	-362
6.91333	-362
6.91667	-362
6.92000	-362
6.92333	-362
6.92667	-361
6.93000	-361
6.93333	-360
6.93667	-359
6.94000	-358
6.94333	-357
6.94667	-356
6.95000	-355
6.95333	-354
6.95667	-353
6.96000	-353
6.96333	-354
6.96667	-354
6.97000	-355
6.97333	-355
6.97667	-355
6.98000	-355
6.98333	-355
6.98667	-355
6.99000	-355
6.99333	-356
6.99667	-356
7.00000	-357
7.00333	-359
7.00667	-360
7.01000	-361
7.01333	-362
7.01667	-362
7.02000	-362
7.02333	-362
7.02667	-361
7.03000	-361
7.03333	-361
7.03667	-362
7.04000	-362
7.04333	-363
7.04667	-363
7.05000	-362
7.05333	-362
7.05667	-362
7.06000	-362
7.06333	-362
7.06667	-362
7.07000	-362
7.07333	-362
7.07667	-362
7.08000	-361
7.08333	-361
7.08667	-361
7.09000	-361
7.09333	-360
7.09667	-361
7.10000	-361
7.10333	-361
7.10667	-361
7.11000	-362
7.11333	-363
7.11667	-363
7.12000	-363
7.12333	-363
7.12667	-363
7.13000	-363
7.13333	-364
7.13667	-365
7.14000	-366
7.14333	-366
7.14667	-366
7.15000	-365
7.15333	-365
7.15667	-364
7.16000	-364
7.16333	-364
7.16667	-364
7.17000	-365
7.17333	-366
7.17667	-367
7.18000	-369
7.18333	-369
7.18667	-369
7.19000	-369
7.19333	-367
7.19667	-366
7.20000	-364
7.20333	-363
7.20667	-363
7.21000	-363
7.21333	-364
7.21667	-364
7.22000	-364
7.22333	-364
7.22667	-364
7.23000	-364
7.23333	-364
7.23667	-365
7.24000	-366
7.24333	-366
7.24667	-367
7.25000	-368
7.25333	-369
7.25667	-369
7.26000	-370
7.26333	-370
7.26667	-370
7.27000	-371
7.27333	-371
7.27667	-371
7.28000	-371
7.28333	-371
7.28667	-371
7.29000	-371
7.29333	-372
7.29667	-372
7.30000	-372
7.30333	-371
7.30667	-369
7.31000	-368
7.31333	-367
7.31667	-367
7.32000	-367
7.32333	-367
7.32667	-368
7.33000	-368
7.33333	-368
7.33667	-368
7.34000	-368
7.34333	-369
7.34667	-369
7.35000	-370
7.35333	-371
7.35667	-371
7.36000	-371
7.36333	-370
7.36667	-370
7.37000	-370
7.37333	-370
7.37667	-371
7.38000	-372
7.38333	-373
7.38667	-374
7.39000	-374
7.39333	-374
7.39667	-375
7.40000	-375
7.40333	-375
7.40667	-375
7.41000	-375
7.41333	-374
7.41667	-374
7.42000	-373
7.42333	-372
7.42667	-372
7.43000	-371
7.43333	-371
7.43667	-370
7.44000	-371
7.44333	-371
7.44667	-373
7.45000	-374
7.45333	-376
7.45667	-376
7.46000	-377
7.46333	-376
7.46667	-376
7.47000	-376
7.47333	-376
7.47667	-376
7.48000	-375
7.48333	-375
7.48667	-375
7.49000	-375
7.49333	-375
7.49667	-375
7.50000	-374
7.50333	-374
7.50667	-373
7.51000	-372
7.51333	-371
7.51667	-371
7.52000	-372
7.52333	-373
7.52667	-374
7.53000	-375
7.53333	-375
7.53667	-188
7.54000	-1
7.54333	-1
7.54667	-2
7.55000	-3
7.55333	-4
7.55667	-4
7.56000	-5
7.56333	-5
7.56667	-5
7.57000	-5
7.57333	-4
7.57667	-4
7.58000	-4
7.58333	-5
7.58667	-6
7.59000	-6
7.59333	-7
7.59667	-6
7.60000	-6
7.60333	-6
7.60667	-5
7.61000	-5
7.61333	-6
7.61667	-6
7.62000	-6
7.62333	-7
7.62667	-7
7.63000	-7
7.63333	-8
7.63667	-9
7.64000	-9
7.64333	-9
7.64667	-9
7.65000	-9
7.65333	-9
7.65667	-9
7.66000	-9
7.66333	-9
7.66667	-8
