[Header]
Application Name	LabSolutions
Version	5.110
Data File Name	C:\LabSolutions\Data\June 2025\bp-2-41-a1__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_011.lcd
Output Date	6/24/2025
Output Time	12:04:21 PM

[Configuration]
Instrument Name	Aqueos SEC
Instrument #	1
Line #	1
# of Detectors	2
Detector ID	Detector A	Detector B
Detector Name	UV-Vis	RID
# of Channels	2	1

[GPC Peak Table(Detector B)]
# of Peaks	5
Peak#	Start Time	Top Time	End Time	Start Volume	Top Volume	End Volume	Start M.W.	Top M.W.	End M.W.	Start Height	Top Height	End Height
1	0.225	0.287	0.333	0.225	0.287	0.333	1514624745248	1276304968476	1122769659887	-2980	1437	-2948
2	0.333	0.427	0.525	0.333	0.427	0.525	1122769659887	869307515701	666645987291	-2948	2193	-2891
3	0.525	0.628	0.733	0.525	0.628	0.733	666645987291	506474409622	382844673368	-2891	2160	-2828
4	0.733	0.952	2.708	0.733	0.952	2.708	382844673368	216829244252	3602646096	-2828	962	-2238
5	25.825	27.004	33.967	25.825	27.004	33.967	339	120	0	450	55791	2312

[Average Molecular Weight Table(Detector B)]
# of Peaks	5
Peak#	Mn	Mw	Mz	Mz1	Mv	Mw/Mn	Mv/Mn	Mz/Mw	I.Visc	%
Total	0	4692555065	774240804505	960939837997	0	9648697999.13640	0.00000	164.99344	1.00000	100.0000
1	1273079913416	1278987675234	1284941041781	1290918021456	0	1.00464	0.00000	1.00465	1.00000	0.0772
2	887364588536	900266325731	912959525472	925331498887	0	1.01454	0.00000	1.01410	1.00000	0.1989
3	511670126781	519778521540	527759392716	535543255805	0	1.01585	0.00000	1.01535	1.00000	0.2024
4	41803686231	123062285828	202304685161	248429768180	0	2.94381	0.00000	1.64392	1.00000	0.7011
5	0	70	125	151	0	145.45048	0.00000	1.79275	1.00000	98.8205

[RT/MW Range Table(Detector B)]
# of RT/MW Range	0

[GPC Calibration Curve Table(Detector B)]
# of Points	10
#	Time(min)	M.W.	Weight	Error	Active	Virtual	Data Name
1	11.217	99000	1	3.1258	ON	OFF	C:\LabSolutions\Data\June 2025\black__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_008.lcd
2	12.683	42700	1	-7.5102	ON	OFF	C:\LabSolutions\Data\June 2025\blue__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_009.lcd
3	15.533	18600	1	6.2694	ON	OFF	C:\LabSolutions\Data\June 2025\yellow__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_007.lcd
4	17.968	9890	1	1.8763	ON	OFF	C:\LabSolutions\Data\June 2025\1530__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_006.lcd
5	19.452	6530	1	-3.8945	ON	OFF	C:\LabSolutions\Data\June 2025\black__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_008.lcd
6	21.023	4100	1	-5.0456	ON	OFF	C:\LabSolutions\Data\June 2025\1030__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_005.lcd
7	22.858	2130	1	0.9680	ON	OFF	C:\LabSolutions\Data\June 2025\yellow__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_007.lcd
8	23.629	1530	1	5.9523	ON	OFF	C:\LabSolutions\Data\June 2025\1530__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_006.lcd
9	24.245	1030	1	1.4121	ON	OFF	C:\LabSolutions\Data\June 2025\1030__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_005.lcd
10	25.003	599	1	-4.1761	ON	OFF	C:\LabSolutions\Data\June 2025\blue__PDB_34min_0.75mLpermin_260nm_05312022_2025_06_18_BMP_6182025_009.lcd
Calibration Curve	3rd Order
Comment	

[Molecular Weight Distribution Table(Detector B)]
# of Points	1275
R.Time	Volume(mL)	M.W.	M.W.(%)	Cumulative M.W.(%)
13.42333	39900
13.42667	39918
13.43000	39935
13.43333	39952
13.43667	39968
13.44000	39985
13.44333	40002
13.44667	40020
13.45000	40037
13.45333	40054
13.45667	40070
13.46000	40085
13.46333	40099
13.46667	40114
13.47000	40128
13.47333	40142
13.47667	40155
13.48000	40167
13.48333	40179
13.48667	40190
13.49000	40201
13.49333	40211
13.49667	40222
13.50000	40233
13.50333	40244
13.50667	40256
13.51000	40268
13.51333	40280
13.51667	40292
13.52000	40303
13.52333	40314
13.52667	40324
13.53000	40332
13.53333	40341
13.53667	40349
13.54000	40357
13.54333	40365
13.54667	40374
13.55000	40383
13.55333	40391
13.55667	40399
13.56000	40406
13.56333	40413
13.56667	40419
13.57000	40424
13.57333	40430
13.57667	40436
13.58000	40441
13.58333	40447
13.58667	40452
13.59000	40457
13.59333	40461
13.59667	40465
13.60000	40469
13.60333	40473
13.60667	40477
13.61000	40482
13.61333	40487
13.61667	40493
13.62000	40498
13.62333	40504
13.62667	40510
13.63000	40515
13.63333	40520
13.63667	40524
13.64000	40526
13.64333	40528
13.64667	40530
13.65000	40531
13.65333	40532
13.65667	40533
13.66000	40535
13.66333	40538
13.66667	40541
13.67000	40545
13.67333	40549
13.67667	40552
13.68000	40555
13.68333	40557
13.68667	40559
13.69000	40560
13.69333	40562
13.69667	40563
13.70000	40565
13.70333	40567
13.70667	40568
13.71000	40571
13.71333	40573
13.71667	40576
13.72000	40578
13.72333	40580
13.72667	40582
13.73000	40583
13.73333	40583
13.73667	40584
13.74000	40585
13.74333	40587
13.74667	40590
13.75000	40593
13.75333	40595
13.75667	40596
13.76000	40597
13.76333	40599
13.76667	40600
13.77000	40603
13.77333	40606
13.77667	40610
13.78000	40613
13.78333	40616
13.78667	40619
13.79000	40620
13.79333	40622
13.79667	40625
13.80000	40628
13.80333	40632
13.80667	40637
13.81000	40642
13.81333	40646
13.81667	40651
13.82000	40654
13.82333	40658
13.82667	40662
13.83000	40666
13.83333	40670
13.83667	40673
13.84000	40678
13.84333	40682
13.84667	40687
13.85000	40693
13.85333	40699
13.85667	40707
13.86000	40714
13.86333	40722
13.86667	40729
13.87000	40737
13.87333	40744
13.87667	40752
13.88000	40760
13.88333	40768
13.88667	40776
13.89000	40785
13.89333	40793
13.89667	40802
13.90000	40810
13.90333	40818
13.90667	40827
13.91000	40836
13.91333	40846
13.91667	40857
13.92000	40869
13.92333	40882
13.92667	40895
13.93000	40908
13.93333	40922
13.93667	40936
13.94000	40951
13.94333	40966
13.94667	40982
13.95000	40998
13.95333	41014
13.95667	41030
13.96000	41046
13.96333	41062
13.96667	41078
13.97000	41095
13.97333	41112
13.97667	41129
13.98000	41148
13.98333	41167
13.98667	41186
13.99000	41207
13.99333	41228
13.99667	41250
14.00000	41273
14.00333	41296
14.00667	41321
14.01000	41345
14.01333	41371
14.01667	41396
14.02000	41421
14.02333	41447
14.02667	41472
14.03000	41499
14.03333	41527
14.03667	41555
14.04000	41584
14.04333	41613
14.04667	41643
14.05000	41673
14.05333	41704
14.05667	41736
14.06000	41768
14.06333	41801
14.06667	41835
14.07000	41870
14.07333	41907
14.07667	41943
14.08000	41980
14.08333	42017
14.08667	42055
14.09000	42095
14.09333	42135
14.09667	42176
14.10000	42218
14.10333	42259
14.10667	42301
14.11000	42343
14.11333	42387
14.11667	42431
14.12000	42476
14.12333	42523
14.12667	42569
14.13000	42617
14.13333	42666
14.13667	42715
14.14000	42767
14.14333	42818
14.14667	42871
14.15000	42924
14.15333	42978
14.15667	43034
14.16000	43090
14.16333	43149
14.16667	43208
14.17000	43267
14.17333	43328
14.17667	43388
14.18000	43451
14.18333	43514
14.18667	43578
14.19000	43644
14.19333	43710
14.19667	43777
14.20000	43844
14.20333	43910
14.20667	43980
14.21000	44048
14.21333	44119
14.21667	44192
14.22000	44265
14.22333	44341
14.22667	44416
14.23000	44494
14.23333	44572
14.23667	44650
14.24000	44731
14.24333	44811
14.24667	44894
14.25000	44978
14.25333	45062
14.25667	45150
14.26000	45236
14.26333	45325
14.26667	45414
14.27000	45503
14.27333	45594
14.27667	45683
14.28000	45776
14.28333	45869
14.28667	45963
14.29000	46061
14.29333	46159
14.29667	46260
14.30000	46362
14.30333	46464
14.30667	46571
14.31000	46676
14.31333	46786
14.31667	46895
14.32000	47005
14.32333	47118
14.32667	47228
14.33000	47341
14.33333	47454
14.33667	47568
14.34000	47685
14.34333	47801
14.34667	47921
14.35000	48041
14.35333	48161
14.35667	48286
14.36000	48409
14.36333	48536
14.36667	48663
14.37000	48790
14.37333	48921
14.37667	49051
14.38000	49186
14.38333	49321
14.38667	49456
14.39000	49595
14.39333	49732
14.39667	49873
14.40000	50013
14.40333	50154
14.40667	50298
14.41000	50441
14.41333	50589
14.41667	50737
14.42000	50886
14.42333	51041
14.42667	51193
14.43000	51350
14.43333	51507
14.43667	51663
14.44000	51823
14.44333	51979
14.44667	52140
14.45000	52301
14.45333	52462
14.45667	52630
14.46000	52795
14.46333	52966
14.46667	53137
14.47000	53308
14.47333	53485
14.47667	53657
14.48000	53834
14.48333	54011
14.48667	54188
14.49000	54369
14.49333	54548
14.49667	54733
14.50000	54919
14.50333	55106
14.50667	55298
14.51000	55486
14.51333	55680
14.51667	55874
14.52000	56066
14.52333	56266
14.52667	56461
14.53000	56661
14.53333	56862
14.53667	57061
14.54000	57267
14.54333	57468
14.54667	57676
14.55000	57885
14.55333	58094
14.55667	58311
14.56000	58524
14.56333	58742
14.56667	58960
14.57000	59175
14.57333	59397
14.57667	59614
14.58000	59838
14.58333	60062
14.58667	60286
14.59000	60517
14.59333	60744
14.59667	60977
14.60000	61209
14.60333	61441
14.60667	61680
14.61000	61914
14.61333	62156
14.61667	62396
14.62000	62636
14.62333	62883
14.62667	63125
14.63000	63374
14.63333	63623
14.63667	63870
14.64000	64124
14.64333	64372
14.64667	64628
14.65000	64884
14.65333	65140
14.65667	65405
14.66000	65664
14.66333	65930
14.66667	66194
14.67000	66457
14.67333	66727
14.67667	66991
14.68000	67262
14.68333	67532
14.68667	67802
14.69000	68081
14.69333	68353
14.69667	68633
14.70000	68912
14.70333	69189
14.70667	69475
14.71000	69754
14.71333	70042
14.71667	70330
14.72000	70617
14.72333	70913
14.72667	71201
14.73000	71497
14.73333	71791
14.73667	72084
14.74000	72386
14.74333	72681
14.74667	72985
14.75000	73287
14.75333	73588
14.75667	73898
14.76000	74200
14.76333	74512
14.76667	74822
14.77000	75130
14.77333	75446
14.77667	75755
14.78000	76072
14.78333	76387
14.78667	76701
14.79000	77024
14.79333	77340
14.79667	77666
14.80000	77991
14.80333	78314
14.80667	78646
14.81000	78970
14.81333	79303
14.81667	79633
14.82000	79962
14.82333	80300
14.82667	80630
14.83000	80969
14.83333	81306
14.83667	81642
14.84000	81989
14.84333	82327
14.84667	82674
14.85000	83019
14.85333	83360
14.85667	83711
14.86000	84054
14.86333	84407
14.86667	84758
14.87000	85108
14.87333	85467
14.87667	85818
14.88000	86177
14.88333	86535
14.88667	86891
14.89000	87257
14.89333	87615
14.89667	87982
14.90000	88348
14.90333	88711
14.90667	89084
14.91000	89447
14.91333	89819
14.91667	90189
14.92000	90557
14.92333	90935
14.92667	91304
14.93000	91684
14.93333	92062
14.93667	92439
14.94000	92826
14.94333	93202
14.94667	93588
14.95000	93971
14.95333	94351
14.95667	94741
14.96000	95121
14.96333	95510
14.96667	95898
14.97000	96283
14.97333	96678
14.97667	97063
14.98000	97458
14.98333	97851
14.98667	98243
14.99000	98645
14.99333	99037
14.99667	99438
15.00000	99836
15.00333	100232
15.00667	100639
15.01000	101036
15.01333	101444
15.01667	101848
15.02000	102249
15.02333	102660
15.02667	103060
15.03000	103471
15.03333	103879
15.03667	104285
15.04000	104701
15.04333	105108
15.04667	105525
15.05000	105939
15.05333	106350
15.05667	106772
15.06000	107182
15.06333	107602
15.06667	108020
15.07000	108436
15.07333	108863
15.07667	109280
15.08000	109706
15.08333	110130
15.08667	110550
15.09000	110980
15.09333	111399
15.09667	111828
15.10000	112254
15.10333	112677
15.10667	113111
15.11000	113534
15.11333	113967
15.11667	114396
15.12000	114824
15.12333	115263
15.12667	115690
15.13000	116129
15.13333	116564
15.13667	116996
15.14000	117439
15.14333	117870
15.14667	118313
15.15000	118753
15.15333	119189
15.15667	119637
15.16000	120071
15.16333	120516
15.16667	120956
15.17000	121392
15.17333	121840
15.17667	122276
15.18000	122725
15.18333	123171
15.18667	123614
15.19000	124068
15.19333	124509
15.19667	124961
15.20000	125408
15.20333	125852
15.20667	126308
15.21000	126752
15.21333	127208
15.21667	127661
15.22000	128111
15.22333	128571
15.22667	129019
15.23000	129477
15.23333	129932
15.23667	130382
15.24000	130844
15.24333	131293
15.24667	131752
15.25000	132208
15.25333	132659
15.25667	133122
15.26000	133572
15.26333	134033
15.26667	134490
15.27000	134944
15.27333	135410
15.27667	135865
15.28000	136331
15.28333	136795
15.28667	137254
15.29000	137724
15.29333	138181
15.29667	138649
15.30000	139113
15.30333	139572
15.30667	140042
15.31000	140499
15.31333	140968
15.31667	141434
15.32000	141897
15.32333	142373
15.32667	142835
15.33000	143308
15.33333	143776
15.33667	144240
15.34000	144716
15.34333	145178
15.34667	145650
15.35000	146119
15.35333	146582
15.35667	147057
15.36000	147519
15.36333	147992
15.36667	148463
15.37000	148930
15.37333	149410
15.37667	149876
15.38000	150354
15.38333	150827
15.38667	151295
15.39000	151774
15.39333	152239
15.39667	152715
15.40000	153187
15.40333	153655
15.40667	154134
15.41000	154600
15.41333	155078
15.41667	155552
15.42000	156022
15.42333	156504
15.42667	156972
15.43000	157451
15.43333	157926
15.43667	158396
15.44000	158878
15.44333	159346
15.44667	159826
15.45000	160301
15.45333	160773
15.45667	161256
15.46000	161725
15.46333	162204
15.46667	162679
15.47000	163150
15.47333	163632
15.47667	164100
15.48000	164580
15.48333	165057
15.48667	165530
15.49000	166014
15.49333	166485
15.49667	166967
15.50000	167444
15.50333	167916
15.50667	168400
15.51000	168870
15.51333	169351
15.51667	169828
15.52000	170300
15.52333	170784
15.52667	171254
15.53000	171735
15.53333	172212
15.53667	172684
15.54000	173167
15.54333	173637
15.54667	174117
15.55000	174594
15.55333	175067
15.55667	175552
15.56000	176021
15.56333	176500
15.56667	176973
15.57000	177442
15.57333	177921
15.57667	178387
15.58000	178866
15.58333	179341
15.58667	179812
15.59000	180296
15.59333	180765
15.59667	181245
15.60000	181721
15.60333	182192
15.60667	182673
15.61000	183141
15.61333	183619
15.61667	184093
15.62000	184560
15.62333	185037
15.62667	185500
15.63000	185975
15.63333	186445
15.63667	186913
15.64000	187392
15.64333	187858
15.64667	188334
15.65000	188805
15.65333	189271
15.65667	189748
15.66000	190212
15.66333	190686
15.66667	191156
15.67000	191622
15.67333	192099
15.67667	192562
15.68000	193034
15.68333	193502
15.68667	193965
15.69000	194439
15.69333	194899
15.69667	195370
15.70000	195836
15.70333	196297
15.70667	196769
15.71000	197226
15.71333	197695
15.71667	198159
15.72000	198618
15.72333	199088
15.72667	199544
15.73000	200011
15.73333	200474
15.73667	200931
15.74000	201399
15.74333	201852
15.74667	202316
15.75000	202774
15.75333	203228
15.75667	203693
15.76000	204145
15.76333	204608
15.76667	205068
15.77000	205522
15.77333	205988
15.77667	206438
15.78000	206898
15.78333	207353
15.78667	207802
15.79000	208262
15.79333	208708
15.79667	209164
15.80000	209615
15.80333	210062
15.80667	210520
15.81000	210963
15.81333	211417
15.81667	211866
15.82000	212311
15.82333	212765
15.82667	213207
15.83000	213658
15.83333	214104
15.83667	214546
15.84000	214997
15.84333	215435
15.84667	215882
15.85000	216324
15.85333	216762
15.85667	217209
15.86000	217643
15.86333	218087
15.86667	218525
15.87000	218959
15.87333	219402
15.87667	219833
15.88000	220273
15.88333	220709
15.88667	221142
15.89000	221585
15.89333	222015
15.89667	222453
15.90000	222886
15.90333	223313
15.90667	223750
15.91000	224173
15.91333	224604
15.91667	225032
15.92000	225454
15.92333	225885
15.92667	226303
15.93000	226731
15.93333	227154
15.93667	227573
15.94000	228001
15.94333	228418
15.94667	228844
15.95000	229266
15.95333	229683
15.95667	230108
15.96000	230520
15.96333	230938
15.96667	231352
15.97000	231761
15.97333	232179
15.97667	232585
15.98000	233001
15.98333	233412
15.98667	233818
15.99000	234233
15.99333	234634
15.99667	235044
16.00000	235450
16.00333	235851
16.00667	236261
16.01000	236658
16.01333	237064
16.01667	237465
16.02000	237862
16.02333	238269
16.02667	238664
16.03000	239069
16.03333	239468
16.03667	239861
16.04000	240260
16.04333	240646
16.04667	241039
16.05000	241427
16.05333	241811
16.05667	242203
16.06000	242584
16.06333	242972
16.06667	243355
16.07000	243734
16.07333	244121
16.07667	244497
16.08000	244882
16.08333	245263
16.08667	245640
16.09000	246026
16.09333	246400
16.09667	246780
16.10000	247156
16.10333	247528
16.10667	247908
16.11000	248276
16.11333	248654
16.11667	249027
16.12000	249395
16.12333	249771
16.12667	250135
16.13000	250505
16.13333	250870
16.13667	251229
16.14000	251593
16.14333	251945
16.14667	252305
16.15000	252661
16.15333	253014
16.15667	253376
16.16000	253727
16.16333	254084
16.16667	254436
16.17000	254781
16.17333	255132
16.17667	255472
16.18000	255820
16.18333	256164
16.18667	256504
16.19000	256850
16.19333	257184
16.19667	257524
16.20000	257859
16.20333	258191
16.20667	258532
16.21000	258862
16.21333	259200
16.21667	259533
16.22000	259860
16.22333	260193
16.22667	260514
16.23000	260842
16.23333	261165
16.23667	261485
16.24000	261813
16.24333	262130
16.24667	262455
16.25000	262775
16.25333	263090
16.25667	263412
16.26000	263723
16.26333	264041
16.26667	264354
16.27000	264664
16.27333	264980
16.27667	265286
16.28000	265598
16.28333	265905
16.28667	266207
16.29000	266514
16.29333	266811
16.29667	267113
16.30000	267410
16.30333	267703
16.30667	268002
16.31000	268292
16.31333	268587
16.31667	268879
16.32000	269167
16.32333	269462
16.32667	269746
16.33000	270036
16.33333	270322
16.33667	270605
16.34000	270894
16.34333	271173
16.34667	271456
16.35000	271734
16.35333	272007
16.35667	272286
16.36000	272555
16.36333	272829
16.36667	273100
16.37000	273367
16.37333	273638
16.37667	273900
16.38000	274166
16.38333	274428
16.38667	274685
16.39000	274948
16.39333	275203
16.39667	275465
16.40000	275724
16.40333	275980
16.40667	276240
16.41000	276490
16.41333	276742
16.41667	276990
16.42000	277233
16.42333	277482
16.42667	277723
16.43000	277969
16.43333	278212
16.43667	278451
16.44000	278695
16.44333	278931
16.44667	279171
16.45000	279408
16.45333	279641
16.45667	279877
16.46000	280104
16.46333	280334
16.46667	280559
16.47000	280781
16.47333	281008
16.47667	281228
16.48000	281452
16.48333	281673
16.48667	281891
16.49000	282112
16.49333	282326
16.49667	282544
16.50000	282759
16.50333	282972
16.50667	283187
16.51000	283394
16.51333	283604
16.51667	283809
16.52000	284012
16.52333	284220
16.52667	284421
16.53000	284625
16.53333	284826
16.53667	285022
16.54000	285219
16.54333	285409
16.54667	285602
16.55000	285791
16.55333	285979
16.55667	286170
16.56000	286355
16.56333	286543
16.56667	286729
16.57000	286911
16.57333	287096
16.57667	287275
16.58000	287457
16.58333	287636
16.58667	287811
16.59000	287989
16.59333	288160
16.59667	288333
16.60000	288503
16.60333	288670
16.60667	288840
16.61000	289003
16.61333	289168
16.61667	289330
16.62000	289489
16.62333	289650
16.62667	289807
16.63000	289968
16.63333	290127
16.63667	290282
16.64000	290438
16.64333	290589
16.64667	290740
16.65000	290889
16.65333	291036
16.65667	291184
16.66000	291327
16.66333	291473
16.66667	291615
16.67000	291754
16.67333	291893
16.67667	292027
16.68000	292163
16.68333	292297
16.68667	292431
16.69000	292569
16.69333	292702
16.69667	292837
16.70000	292967
16.70333	293093
16.70667	293219
16.71000	293341
16.71333	293463
16.71667	293584
16.72000	293702
16.72333	293821
16.72667	293936
16.73000	294053
16.73333	294169
16.73667	294285
16.74000	294405
16.74333	294520
16.74667	294634
16.75000	294746
16.75333	294854
16.75667	294963
16.76000	295067
16.76333	295172
16.76667	295274
16.77000	295371
16.77333	295467
16.77667	295559
16.78000	295654
16.78333	295748
16.78667	295845
16.79000	295945
16.79333	296042
16.79667	296138
16.80000	296231
16.80333	296320
16.80667	296407
16.81000	296491
16.81333	296576
16.81667	296659
16.82000	296739
16.82333	296819
16.82667	296896
16.83000	296973
16.83333	297050
16.83667	297127
16.84000	297206
16.84333	297282
16.84667	297357
16.85000	297429
16.85333	297498
16.85667	297566
16.86000	297632
16.86333	297698
16.86667	297764
16.87000	297828
16.87333	297892
16.87667	297952
16.88000	298012
16.88333	298070
16.88667	298130
16.89000	298191
16.89333	298251
16.89667	298311
16.90000	298369
16.90333	298423
16.90667	298476
16.91000	298525
16.91333	298572
16.91667	298618
16.92000	298660
16.92333	298702
16.92667	298743
16.93000	298786
16.93333	298829
16.93667	298872
16.94000	298916
16.94333	298957
16.94667	298999
16.95000	299040
16.95333	299080
16.95667	299121
16.96000	299159
16.96333	299195
16.96667	299227
16.97000	299256
16.97333	299282
16.97667	299307
16.98000	299332
16.98333	299356
16.98667	299381
16.99000	299407
16.99333	299432
16.99667	299456
17.00000	299479
17.00333	299501
17.00667	299522
17.01000	299543
17.01333	299563
17.01667	299582
17.02000	299600
17.02333	299618
17.02667	299635
17.03000	299650
17.03333	299664
17.03667	299676
17.04000	299686
17.04333	299695
17.04667	299703
17.05000	299711
17.05333	299718
17.05667	299727
17.06000	299735
17.06333	299742
17.06667	299748
17.07000	299751
17.07333	299753
17.07667	299754
17.08000	299754
17.08333	299753
17.08667	299751
17.09000	299747
17.09333	299743
17.09667	299737
17.10000	299731
17.10333	299724
17.10667	299716
17.11000	299708
17.11333	299698
17.11667	299688
17.12000	299678
17.12333	299667
17.12667	299656
17.13000	299646
17.13333	299634
17.13667	299622
17.14000	299607
17.14333	299591
17.14667	299573
17.15000	299554
17.15333	299535
17.15667	299516
17.16000	299499
17.16333	299484
17.16667	299470
17.17000	299456
17.17333	299441
17.17667	299423
17.18000	299402
17.18333	299378
17.18667	299351
17.19000	299322
17.19333	299290
17.19667	299256
17.20000	299221
17.20333	299187
17.20667	299152
17.21000	299119
17.21333	299086
17.21667	299053
17.22000	299020
17.22333	298986
17.22667	298953
17.23000	298919
17.23333	298884
17.23667	298850
17.24000	298814
17.24333	298778
17.24667	298738
17.25000	298698
17.25333	298658
17.25667	298617
17.26000	298579
17.26333	298541
17.26667	298503
17.27000	298464
17.27333	298421
17.27667	298378
17.28000	298330
17.28333	298282
17.28667	298233
17.29000	298183
17.29333	298133
17.29667	298080
17.30000	298027
17.30333	297974
17.30667	297921
17.31000	297871
17.31333	297823
17.31667	297776
17.32000	297730
17.32333	297682
17.32667	297634
17.33000	297582
17.33333	297529
17.33667	297476
17.34000	297422
17.34333	297369
17.34667	297315
17.35000	297261
17.35333	297206
17.35667	297149
17.36000	297094
17.36333	297036
17.36667	296978
17.37000	296921
17.37333	296861
17.37667	296802
17.38000	296741
17.38333	296680
17.38667	296619
17.39000	296555
17.39333	296493
17.39667	296429
17.40000	296365
17.40333	296301
17.40667	296234
17.41000	296170
17.41333	296104
17.41667	296040
17.42000	295977
17.42333	295912
17.42667	295848
17.43000	295781
17.43333	295713
17.43667	295645
17.44000	295574
17.44333	295506
17.44667	295435
17.45000	295366
17.45333	295297
17.45667	295225
17.46000	295156
17.46333	295084
17.46667	295012
17.47000	294940
17.47333	294866
17.47667	294794
17.48000	294719
17.48333	294644
17.48667	294570
17.49000	294495
17.49333	294423
17.49667	294349
17.50000	294277
17.50333	294205
17.50667	294130
17.51000	294056
17.51333	293980
17.51667	293903
17.52000	293826
17.52333	293748
17.52667	293671
17.53000	293592
17.53333	293513
17.53667	293435
17.54000	293353
17.54333	293274
17.54667	293193
17.55000	293112
17.55333	293032
17.55667	292951
17.56000	292872
17.56333	292790
17.56667	292708
17.57000	292626
17.57333	292541
17.57667	292459
17.58000	292376
17.58333	292293
17.58667	292211
17.59000	292127
17.59333	292045
17.59667	291961
17.60000	291880
17.60333	291800
17.60667	291719
17.61000	291640
17.61333	291557
17.61667	291473
17.62000	291387
17.62333	291298
17.62667	291209
17.63000	291118
17.63333	291027
17.63667	290939
17.64000	290850
17.64333	290765
17.64667	290679
17.65000	290594
17.65333	290509
17.65667	290421
17.66000	290336
17.66333	290249
17.66667	290161
17.67000	290073
17.67333	289980
17.67667	289889
17.68000	289795
17.68333	289702
17.68667	289611
17.69000	289519
17.69333	289430
17.69667	289339
17.70000	289249
17.70333	289161
17.70667	289070
17.71000	288982
17.71333	288892
17.71667	288803
17.72000	288714
17.72333	288622
17.72667	288532
17.73000	288441
17.73333	288351
17.73667	288262
17.74000	288172
17.74333	288085
17.74667	287995
17.75000	287904
17.75333	287813
17.75667	287718
17.76000	287624
17.76333	287527
17.76667	287432
17.77000	287338
17.77333	287243
17.77667	287150
17.78000	287056
17.78333	286963
17.78667	286871
17.79000	286776
17.79333	286685
17.79667	286593
17.80000	286501
17.80333	286409
17.80667	286314
17.81000	286221
17.81333	286126
17.81667	286032
17.82000	285939
17.82333	285844
17.82667	285750
17.83000	285653
17.83333	285556
17.83667	285460
17.84000	285362
17.84333	285268
17.84667	285174
17.85000	285081
17.85333	284989
17.85667	284894
17.86000	284800
17.86333	284703
17.86667	284606
17.87000	284510
17.87333	284412
17.87667	284316
17.88000	284217
17.88333	284120
17.88667	284026
17.89000	283930
17.89333	283838
17.89667	283745
17.90000	283652
17.90333	283557
17.90667	283458
17.91000	283360
17.91333	283258
17.91667	283157
17.92000	283057
17.92333	282956
17.92667	282859
17.93000	282760
17.93333	282663
17.93667	282569
17.94000	282472
17.94333	282380
17.94667	282286
17.95000	282193
17.95333	282100
17.95667	282005
17.96000	281911
17.96333	281814
17.96667	281716
17.97000	281618
17.97333	281516
17.97667	281417
17.98000	281316
17.98333	281216
17.98667	281119
17.99000	281020
17.99333	280925
17.99667	280826
18.00000	280728
18.00333	280631
18.00667	280530
18.01000	280433
18.01333	280335
18.01667	280237
18.02000	280141
18.02333	280042
18.02667	279947
18.03000	279850
18.03333	279755
18.03667	279661
18.04000	279565
18.04333	279470
18.04667	279373
18.05000	279277
18.05333	279180
18.05667	279081
18.06000	278984
18.06333	278884
18.06667	278786
18.07000	278689
18.07333	278590
18.07667	278495
18.08000	278398
18.08333	278302
18.08667	278208
18.09000	278112
18.09333	278018
18.09667	277922
18.10000	277826
18.10333	277730
18.10667	277632
18.11000	277536
18.11333	277438
18.11667	277340
18.12000	277242
18.12333	277143
18.12667	277047
18.13000	276948
18.13333	276851
18.13667	276755
18.14000	276656
18.14333	276561
18.14667	276465
18.15000	276369
18.15333	276273
18.15667	276175
18.16000	276079
18.16333	275980
18.16667	275883
18.17000	275786
18.17333	275686
18.17667	275589
18.18000	275488
18.18333	275388
18.18667	275290
18.19000	275191
18.19333	275095
18.19667	274997
18.20000	274899
18.20333	274803
18.20667	274704
18.21000	274608
18.21333	274510
18.21667	274414
18.22000	274317
18.22333	274218
18.22667	274122
18.23000	274025
18.23333	273929
18.23667	273836
18.24000	273741
18.24333	273649
18.24667	273554
18.25000	273460
18.25333	273365
18.25667	273268
18.26000	273174
18.26333	273076
18.26667	272978
18.27000	272881
18.27333	272780
18.27667	272683
18.28000	272585
18.28333	272488
18.28667	272394
18.29000	272299
18.29333	272207
18.29667	272114
18.30000	272022
18.30333	271929
18.30667	271831
18.31000	271735
18.31333	271634
18.31667	271534
18.32000	271436
18.32333	271336
18.32667	271240
18.33000	271142
18.33333	271045
18.33667	270949
18.34000	270851
18.34333	270756
18.34667	270659
18.35000	270563
18.35333	270468
18.35667	270371
18.36000	270276
18.36333	270180
18.36667	270084
18.37000	269989
18.37333	269891
18.37667	269795
18.38000	269696
18.38333	269599
18.38667	269503
18.39000	269407
18.39333	269315
18.39667	269223
18.40000	269132
18.40333	269039
18.40667	268942
18.41000	268846
18.41333	268747
